D01,D02,D03,D04,FEVD01,FEVD03,FEVD02,FEVD04,step,pD01_ll,pD01_ul,pD02_ll,pD02_ul,pD03_ll,pD03_ul,pD04_ll,pD04_ul,pFEVD01_ll,pFEVD01_ul,pFEVD03_ll,pFEVD03_ul,pFEVD02_ll,pFEVD02_ul,pFEVD04_ll,pFEVD04_ul,nD01_ll,nD01_ul,nD02_ll,nD02_ul,nD03_ll,nD03_ul,nD04_ll,nD04_ul,nFEVD01_ll,nFEVD01_ul,nFEVD03_ll,nFEVD03_ul,nFEVD02_ll,nFEVD02_ul,nFEVD04_ll,nFEVD04_ul
.0031622685,.04204702,.010430774,.15801695,.9770546,.022945413,.040723413,.95927656,24,.00037498039,.0054038954,.0094009889,.055799749,.00066316209,.01409095,.064995453,.16419402,.9543485,.99702716,.0029728222,.045651499,.0082969498,.087512732,.91248727,.99170303,.00061381847,.0057107187,.019096756,.064997286,.0028860699,.017975478,.10798311,.20805079,.95481545,.99929374,.00070628803,.045184538,-.0029386862,.084385514,.91561449,1.0029386
.0029624321,.040406443,.01001822,.15174624,.97670001,.023299979,.041065462,.95893455,25,.0003274866,.0050737197,.0087452754,.053507086,.00061032595,.013488656,.060019176,.15763606,.95386052,.99700856,.0029914028,.046139531,.0083034122,.088106245,.91189373,.9916966,.00052909757,.0053957668,.018287772,.062525116,.0027814012,.017255038,.10235067,.20114183,.95411777,.99928224,.00071774772,.04588221,-.0029152227,.08504615,.91495389,1.0029153
.0027881968,.038824342,.009621717,.14572449,.97637314,.02362684,.041373912,.95862609,26,.00028297841,.0047718668,.0081346668,.051300604,.00056279579,.012948954,.055423893,.15134023,.9534235,.99699235,.0030076962,.046576526,.0083089657,.088627011,.91137302,.99169105,.00046259479,.0051137987,.017502613,.060146075,.0026801876,.016563246,.097028688,.19442029,.95347643,.99926984,.00073012203,.046523556,-.0028892371,.085637063,.91436297,1.0028893
.0026343467,.037299972,.0092407037,.13994178,.97607183,.023928152,.041652519,.9583475,27,.00024306233,.0044940901,.0075662145,.049179018,.00051984738,.012446826,.051180422,.14549792,.9530322,.99697804,.0030219797,.046967831,.0083137378,.089110456,.91088951,.99168622,.00041021284,.0048584808,.016742146,.0578578,.0025821442,.015899263,.091999367,.18788418,.95288688,.99925679,.00074322429,.04711308,-.0028613925,.086166434,.91383362,1.0028614
.0024968716,.035832237,.0088746231,.13438858,.97579408,.024205914,.04190455,.95809543,28,.00021123711,.0042370697,.007037126,.047140542,.00048088192,.011957105,.047261834,.14008419,.95268178,.99696553,.0030344978,.047318235,.0083178412,.089624144,.91037583,.99168217,.00036873546,.004625008,.016006926,.055657551,.002487069,.015262177,.087245822,.18153135,.95234501,.99924314,.00075687561,.047654953,-.0028322539,.086641356,.91335863,1.0028322
.0023726807,.034419809,.0085229278,.12905581,.97553802,.024461966,.042132866,.95786715,29,.00019085841,.0039981841,.0065447651,.045183051,.00044540167,.011486785,.043643251,.13489234,.95236796,.99695456,.0030454665,.047632035,.0083213691,.090084612,.90991539,.99167866,.00033564965,.0044097118,.015297252,.053542368,.0023948166,.014651039,.082752101,.17535952,.95184696,.99922907,.0007709068,.048153024,-.0028022965,.087068029,.91293198,1.0028023
.0022593865,.033061191,.0081850793,.12393467,.97530198,.024698006,.042339973,.95766002,30,.00017564814,.003775337,.0060866512,.043304183,.00041299028,.011047378,.04030171,.12989391,.95208693,.9969449,.0030550761,.047913067,.0083244024,.090497963,.90950203,.99167562,.00030900087,.0042097722,.014613206,.051509175,.0023052818,.014064877,.078503154,.1693662,.95138913,.99921483,.00078515953,.048610851,-.0027719159,.08745186,.91254812,1.0027719
.0021551377,.031754777,.0078605553,.11901678,.97508442,.024915602,.042528082,.95747191,31,.0001624267,.0035668334,.0056604538,.041501425,.00038329736,.010688362,.037215993,.12508155,.95183522,.99693656,.0030634939,.048164759,.008327011,.090869524,.90913045,.99167299,.00028727553,.0040230001,.013954692,.049554858,.0022183871,.013502724,.074484788,.16354878,.95096833,.99920052,.00079949718,.049031708,-.0027414332,.087797597,.91220242,1.0027415
.0020584944,.0304989,.0075488454,.11429406,.97488379,.025116198,.042699128,.95730084,32,.00014969888,.0033896598,.0052639898,.039772194,.00035602628,.010292578,.034366526,.12044831,.95160979,.99692911,.0030708667,.048390195,.0083292536,.091203973,.90879601,.99167073,.00026930647,.0038476822,.013321458,.047676343,.0021340721,.012963619,.070683628,.15790449,.95058137,.99918622,.00081379642,.049418598,-.0027111247,.088109381,.91189057,1.0027111
.00196833,.029291866,.0072494564,.10975875,.9746989,.025301127,.042854831,.95714515,33,.00013336865,.0032257689,.0048952149,.038113862,.00033092406,.0099237114,.031735212,.11598742,.95140791,.99692267,.003077324,.048592128,.0083311824,.091505408,.90849459,.99166882,.0002541976,.0036824625,.012713138,.045870595,.002052288,.012446625,.067087106,.1524304,.95022571,.99917209,.00082795467,.0497743,-.0026812083,.088390872,.91160911,1.0026811
.0018837594,.028131975,.0069619115,.10540342,.97452837,.025471611,.042996712,.9570033,34,.00011651284,.0030705726,.0045522181,.036523819,.00030777365,.0095751006,.029305363,.11143896,.95122701,.99691701,.0030829795,.048773009,.008332842,.091777429,.90822256,.99166715,.00024126364,.0035262553,.012129263,.044134684,.0019729929,.011950829,.063683398,.14712344,.94989866,.99915808,.00084187824,.050101344,-.0026518556,.088645279,.91135472,1.0026518
.0018040814,.02701753,.0066857482,.10122092,.97437119,.025628787,.04312611,.95687389,35,.00010249614,.0029234276,.004234584,.03499946,.00028638751,.0092387181,.027061548,.10699855,.95106494,.99691206,.0030879318,.048935048,.0083342697,.092023209,.90797681,.99166572,.00022998282,.0033781801,.011569288,.042465772,.0018961478,.011475348,.06046138,.14198047,.9495979,.99914449,.00085549935,.050402075,-.0026232188,.088875435,.91112459,1.0026232
.0017287366,.025946869,.006420522,.097204395,.9742263,.025773693,.043244235,.95675576,36,.000090741654,.00278378,.0039804643,.033538237,.00026660244,.0089141428,.024989527,.10273512,.95091981,.99690771,.0030922687,.049080215,.0083354972,.092245534,.90775448,.99166453,.00021995949,.0032375136,.011032606,.040861133,.0018217148,.01101933,.057410613,.13699819,.94932133,.99913126,.00086875417,.050678633,-.0025953955,.089083865,.91091615,1.0025954
.0016572746,.024918357,.0061658039,.093347259,.97409272,.025907289,.043352146,.95664787,37,.00008080004,.0026511457,.0037418869,.03225679,.00024779924,.0086009614,.023076149,.098641619,.95078975,.9969039,.0030960664,.049210273,.0083365534,.092446879,.90755308,.99166346,.00021089525,.0031036539,.010518563,.039318152,.001749656,.010581953,.054521278,.13217324,.94906706,.99911839,.00088159461,.050932985,-.0025684815,.089272775,.91072726,1.0025685
.0015893291,.023930402,.0059211813,.089643173,.97396952,.026030462,.043450806,.95654917,38,.000072320428,.0025250968,.0035178841,.031042499,.00022764446,.008298778,.021309268,.094711274,.95067322,.99690062,.0030993919,.0493268,.0083374623,.092629425,.90737057,.9916625,.00020256592,.0029760923,.010026474,.037834331,.0016799322,.01016243,.051784165,.12750217,.94883305,.99910599,.00089398527,.05116694,-.0025425272,.089444138,.91055584,1.0025425
.0015245987,.022981456,.0056862556,.086086072,.97385597,.026144026,.043541066,.95645893,39,.000065027998,.0024263309,.0033075486,.029873922,.00020923006,.0080072079,.019677669,.09093757,.9505688,.9968977,.0031023039,.049431205,.0083382446,.092795104,.90720487,.99166179,.00019480413,.0028543933,.0095556322,.036407281,.0016125027,.0097600082,.049190614,.12298153,.94861782,.99909413,.00090589764,.051382154,-.0025175819,.089599714,.91040027,1.0025176
.0014628327,.022070015,.0054606451,.082670122,.97375125,.026248733,.043623693,.95637631,40,.000058706741,.0023415978,.0031100311,.028749391,.00019238894,.0077258777,.018170994,.087314263,.95047522,.99689513,.0031048539,.049524758,.008338917,.09294562,.90705436,.99166107,.00018748576,.0027381794,.0091053108,.03503472,.0015473248,.0093739647,.046732496,.11860775,.94841981,.99908268,.00091731426,.05158015,-.0024936718,.089741059,.91025895,1.0024937
